,W01_001,W01_002,W01_003,W01_004,W01_005,W01_006,W01_007,W01_008,W01_009,W01_010,W01_011,W01_012,W01_013,W01_014,geometry
2228,俣野川,1628,日野川,俣野川,重力式コンクリートダム,発電,69.3,185,165,7940,電力会社・電源開発株式会社,1984,鳥取県日野郡江府町大字武庫,1,POINT (133.49139915 35.26233582)
2229,井谷溜池,1626,日野川,野上川,アースダム,灌漑，特定(新規)灌漑用水,23,72,29,52,市区町村,1911,鳥取県西伯郡伯耆町父原,2,POINT (133.4375489844592 35.30769704283085)
2230,賀祥,1625,日野川,法勝寺川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",46.4,174,87,7450,都道府県,1988,鳥取県西伯郡南部町大字下中谷,1,POINT (133.3295372 35.30906021)
2231,椿谷溜池,1629,日野川,絹屋川,アースダム,灌漑，特定(新規)灌漑用水,15,90,3,89,土地改良区,1890,鳥取県西伯郡南部町絹屋,2,POINT (133.3055984300001 35.33536344)
2232,金井谷池,1630,日野川,加茂川,アースダム,灌漑，特定(新規)灌漑用水,16,91,34,46,その他,1800,鳥取県西伯郡南部町金田,4,POINT (133.3798040985421 35.33783433572516)
2233,朝鍋,1631,日野川,朝鍋川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水",45,150,60,1380,都道府県,2004,鳥取県西伯郡南部町鶴田,1,POINT (133.3949962111729 35.34789037640068)
2234,鉄山池,1616,由良川,由良川,アースダム,灌漑，特定(新規)灌漑用水,19,78.5,49,51,土地改良区,1940,鳥取県東伯郡北栄町上種,4,POINT (133.7315313543835 35.44200498309774)
2235,寺谷池,1619,真子川,寺谷川,アースダム,灌漑，特定(新規)灌漑用水,15,95,53,102,その他,1989,鳥取県西伯郡大山町東坪,2,POINT (133.5290658293007 35.48192605424455)
2236,牛卸池,1620,倉谷川,倉谷川,アースダム,灌漑，特定(新規)灌漑用水,15.3,82,49,134,利水組合・用水組合,-,鳥取県西伯郡大山町倉谷,5,POINT (133.5415696223116 35.48865152001597)
2237,川手川第2,1621,阿弥陀川,川手川,重力式コンクリートダム,灌漑，特定(新規)灌漑用水,17,46,6,147,土地改良区,1993,鳥取県西伯郡大山町豊房,2,POINT (133.5140852963025 35.45284452326601)
2238,長尾溜池,1613,天神川,小鴨川,アースダム,灌漑，特定(新規)灌漑用水,18.3,97.3,102,369,土地改良区,-,鳥取県倉吉市松河原,5,POINT (133.7358672206452 35.37404413307453)
2239,滝ヶ谷池,1632,斐伊川,北谷川,アースダム,灌漑，特定(新規)灌漑用水,16,80,35,22,土地改良区,-,鳥取県米子市,5,POINT (133.3393576247266 35.39133679344239)
2240,松ヶ江,2244,谷川,谷川,重力式コンクリートダム,上水道用水,47,205,99,1579,市区町村,1960,福岡県北九州市門司区大字畑,4,POINT (130.96554956 33.88047855)
2241,昭和池,2245,朽網川,朽網川,アースダム,灌漑，特定(新規)灌漑用水,19.1,100,81,760,土地改良区,1944,福岡県北九州市小倉南区大字朽網,1,POINT (130.94946833 33.79577337)
2242,殿川,2246,殿川,殿川,アースダム,工業用水道用水,37,210,386,1250,都道府県,1966,福岡県京都郡苅田町大字南原,1,POINT (130.9655631086547 33.77621310447099)
2243,御清水池,2249,長峡川,内蔵川,アースダム,灌漑，特定(新規)灌漑用水,19.2,167.5,78,712,都道府県,1969,福岡県行橋市大字入覚,1,POINT (130.92194043 33.7204244)
2244,山口,2248,長峡川,箕田川,アースダム,"灌漑，特定(新規)灌漑用水,上水道用水",24,475,330,800,都道府県,1996,福岡県京都郡苅田町,2,POINT (130.94062242 33.76400343000002)
2245,大池,2247,長峡川,前田川,アースダム,灌漑，特定(新規)灌漑用水,17,183,-9999,250,その他,1799,福岡県行橋市大字前田,4,POINT (130.9448333 33.70822222000002)
2246,油木,2253,今川,今川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,工業用水道用水",54.6,218,175,18200,都道府県,1971,福岡県田川郡添田町大字津野字並屋敷4485,1,POINT (130.8938056000001 33.55572222000001)
2247,本庄池本堤,2250,今川,喜多良川,アースダム,灌漑，特定(新規)灌漑用水,19.2,429,195,1600,土地改良区,1946,福岡県京都郡みやこ町犀川本庄,2,POINT (130.9415831832065 33.64098058645202)
2248,本庄池副堤1号,2251,今川,喜多良川,アースダム,灌漑，特定(新規)灌漑用水,16.2,89,37,1539,土地改良区,1948,福岡県京都郡みやこ町犀川本庄,2,POINT (130.9379486575988 33.6418256141568)
2249,本庄池副堤2号,2252,今川,喜多良川,アースダム,灌漑，特定(新規)灌漑用水,16.7,91,45,1539,土地改良区,1946,福岡県京都郡みやこ町犀川本庄,2,POINT (130.9370869548416 33.63865720944337)
2250,伊良原,2255,祓川,祓川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",81.3,295,419,28700,都道府県,2017,福岡県京都郡みやこ町犀川下伊良原地先,4,POINT (130.94820967 33.5833106)
2251,大正池,2254,祓川,光富川,アースダム,灌漑，特定(新規)灌漑用水,17.2,138,87,270,その他,1915,福岡県京都郡みやこ町光富,1,POINT (130.9639164918883 33.65269419999598)
2252,小川,2256,城井川,小川,ロックフィルダム,灌漑，特定(新規)灌漑用水,37,275,334,981,都道府県,1996,福岡県築上郡築上町岩丸,1,POINT (131.02663318 33.61660943)
2253,上ノ河内,2257,上河内川,上河内川,アースダム,灌漑，特定(新規)灌漑用水,20,120,140,160,都道府県,1969,福岡県築上郡築上町上ノ河内,4,POINT (131.06101648 33.61025522)
2254,矢方甲池,2258,佐井川,吉富川,アースダム,灌漑，特定(新規)灌漑用水,19,207,125,610,利水組合・用水組合,1959,福岡県築上郡上毛町矢方,2,POINT (131.13240539 33.57315762999998)
2255,ます渕,2413,紫川,紫川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",60,205.5,138,13600,都道府県,1973,福岡県北九州市小倉南区大字頂吉字鱒渕,1,POINT (130.8388889 33.76222222)
2256,道原,2412,紫川,畑川,アースダム,上水道用水,25.9,112.7,-9999,479,市区町村,1912,福岡県北九州市小倉南区大字道原,2,POINT (130.8266419769786 33.7807105989835)
2257,菖蒲谷,2415,赤崎川,赤崎川,アースダム,上水道用水,18,140.4,-9999,264,市区町村,1924,福岡県北九州市若松区大字小石,1,POINT (130.78237811 33.90969677)
2258,尾崎,2432,遠賀川,遠賀川,重力式コンクリートダム,上水道用水,27.2,178,36,386,市区町村,1978,福岡県直方市大字山部1070番地,1,POINT (130.71984083 33.73526534)
2259,遠賀川河口堰,2427,遠賀川,遠賀川,フローティングゲートダム（可動堰）,"洪水調節，農地防災,上水道用水,工業用水道用水",6.5,517,-9999,11140,国土交通省（各地方整備局，北海道開発局含む）,1983,福岡県遠賀郡芦屋町祗園町,2,POINT (130.67676786 33.88890252)
2260,切畑,2431,遠賀川,大分川,アースダム,灌漑，特定(新規)灌漑用水,38,140.4,147,361,都道府県,1975,福岡県飯塚市大分,1,POINT (130.60553683 33.57704763)
2261,日の岡溜池,2418,遠賀川,泉河内川,アースダム,灌漑，特定(新規)灌漑用水,23,141,87,200,市区町村,1910,福岡県嘉穂郡桂川町大字内山田,4,POINT (130.6780154611178 33.53870314117603)
2262,久保白,2430,遠賀川,久保川,アースダム,"灌漑，特定(新規)灌漑用水,上水道用水,工業用水道用水",25,304,255,4164,都道府県,1970,福岡県飯塚市久保白,1,POINT (130.6529794027519 33.60148214876002)
2263,笠城,2425,遠賀川,庄司川,アースダム,灌漑，特定(新規)灌漑用水,16,146,62,399,市区町村,1957,福岡県飯塚市大字庄司,1,POINT (130.65900271 33.67721023)
2264,本入溜池,2426,遠賀川,本入川,アースダム,灌漑，特定(新規)灌漑用水,15,70,40,600,市区町村,1917,福岡県鞍手郡小竹町大字新多,1,POINT (130.68124967 33.69615823)
2265,弁城,2433,遠賀川,岩屋川,アースダム,灌漑，特定(新規)灌漑用水,23.1,151,139,208,都道府県,1966,福岡県田川郡福智町弁城,4,POINT (130.79391501 33.71633007)
2266,呉,2429,遠賀川,金辺川,アースダム,灌漑，特定(新規)灌漑用水,24.5,154.9,166,414,都道府県,1970,福岡県田川郡香春町,4,POINT (130.8777070783148 33.67449727089251)
2267,陣屋,2419,遠賀川,中元寺川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,工業用水道用水",48.5,205,130,2650,都道府県,1974,福岡県田川郡添田町大字中元寺字田の木,1,POINT (130.84499379 33.52739938)
2268,福智山池,2423,遠賀川,福地川,アースダム,灌漑，特定(新規)灌漑用水,22,112.6,108,416,都道府県,1953,福岡県直方市内ヶ磯,2,POINT (130.77177063 33.75278799)
2269,福智山,2417,遠賀川,福地川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",64.5,255,202,2710,都道府県,2003,福岡県直方市大字頓野字二ノ瀬,1,POINT (130.7833238 33.75659305)
2270,犬鳴,2422,遠賀川,犬鳴川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,工業用水道用水",76.5,230,230,5000,都道府県,1994,福岡県宮若市犬鳴字二番野72-2,1,POINT (130.56000281 33.68769187)
2271,釜底溜池,2428,遠賀川,犬鳴川,アースダム,灌漑，特定(新規)灌漑用水,20,135,-9999,214,市区町村,1937,福岡県宮若市水原,1,POINT (130.61870442 33.74385681)
2272,力丸,2434,遠賀川,八木山川,重力式コンクリートダム,"洪水調節，農地防災,上水道用水,工業用水道用水",49.5,160.5,96,13200,都道府県,1965,福岡県宮若市下字広瀬,1,POINT (130.6269167 33.68963889)
2273,畑,2416,遠賀川,黒川,重力式コンクリートダム,上水道用水,43.3,458.8,184,7349,市区町村,1955,福岡県北九州市八幡西区大字畑,1,POINT (130.7573075215653 33.80446269913581)
2274,白木,2424,遠賀川,白木川,アースダム,上水道用水,22.2,91,-9999,380,市区町村,1934,福岡県北九州市八幡西区大字畑,2,POINT (130.77012303 33.8119327)
2275,頓田第1（再）,2421,遠賀川,遠賀川,アースダム,"上水道用水,工業用水道用水",21.6,817,657,5011,市区町村,1968,福岡県北九州市若松区大字頓田,1,POINT (130.731980457853 33.90309548773504)
2276,頓田第2（再）,2420,遠賀川,遠賀川,アースダム,"上水道用水,工業用水道用水",21.6,474,411,5293,市区町村,1968,福岡県北九州市若松区大字頓田・大字竹道,1,POINT (130.7274256147792 33.90805513159366)
2277,大井（再）,2436,釣川,大井川,アースダム,灌漑，特定(新規)灌漑用水,19,206,176,1252,市区町村,1978,福岡県宗像市大井,1,POINT (130.5199847648092 33.79880629832972)
2278,多礼,2438,釣川,四十里川,ロックフィルダム,上水道用水,27.5,191,334,1205,その他の公共企業体,1983,福岡県宗像市多禮字高尾,1,POINT (130.52937376 33.82180972000001)
2279,吉田,2437,釣川,吉田川,ロックフィルダム,上水道用水,24,217,226,877,その他の公共企業体,1983,福岡県宗像市吉田字暮ヶ浦,1,POINT (130.52874214 33.83787482)
2280,久末,2439,西郷川,西郷川,アースダム,上水道用水,23,170,107,699,市区町村,1980,福岡県宗像市福間町久末,1,POINT (130.52025289 33.76641348)
2281,古賀,2440,大根川,谷山川,ロックフィルダム,"灌漑，特定(新規)灌漑用水,上水道用水",34.5,138.5,201,985,都道府県,1975,福岡県古賀市谷山字河内,1,POINT (130.5057354037605 33.70429126729103)
2282,久原,2446,多々良川,多々良川,重力式コンクリートダム,上水道用水,42.3,117,42,1600,市区町村,1970,福岡県糟屋郡久山町大字久原字穴口,1,POINT (130.5248443636182 33.64439403865228)
2283,猪野,2442,多々良川,多々良川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",79.9,260,301,5110,都道府県,2000,福岡県糟屋郡久山町大字猪野字畑,1,POINT (130.52046413 33.68340579)
2284,鳴淵,2445,多々良川,多々良川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",67.4,308,402,4400,都道府県,2001,福岡県糟屋郡篠栗町大字篠栗字畦原,1,POINT (130.5531756529921 33.62565418209503)
2285,長谷,2444,多々良川,長谷川,重力式コンクリートダム,上水道用水,53.8,159,136,4920,市区町村,1993,福岡県福岡市東区大字香椎字高道,1,POINT (130.4759920267651 33.65462439854224)
2286,駕輿丁池,2443,多々良川,郷原川,アースダム,灌漑，特定(新規)灌漑用水,19,240,96,754,市区町村,-,福岡県糟屋郡粕屋町大字仲原,4,POINT (130.4869659328657 33.60493936153735)
2287,牛頚,2448,御笠川,御笠川,ロックフィルダム,"洪水調節，農地防災,不特定用水，河川維持用水",52.7,383,1065,2280,都道府県,1991,福岡県大野城市大字牛頚,1,POINT (130.47906597 33.48646367000001)
2288,東谷口池,2449,御笠川,鷲田川,アースダム,灌漑，特定(新規)灌漑用水,20,50,15,11,市区町村,1937,福岡県太宰府市坂本,4,POINT (130.5119977085775 33.51447874482196)
2289,大佐野,2451,御笠川,大佐野川,アースダム,上水道用水,25.5,77.5,91,195,市区町村,1974,福岡県太宰府市大字大佐野字野口724-1,1,POINT (130.48819471 33.49031823)
2290,北谷,2450,御笠川,北谷川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",39,145,64,251,都道府県,1998,福岡県太宰府市大字北谷字別府,1,POINT (130.5548426761227 33.54452307063551)
2291,脊振,2457,那珂川,那珂川,ロックフィルダム,上水道用水,43,240,530,4500,市区町村,1976,福岡県筑紫郡那珂川町大字五ヶ山,1,POINT (130.3962098159316 33.43513545962138)
2292,南畑（元）,2453,那珂川,那珂川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",63.5,220.4,185,5000,都道府県,1965,福岡県筑紫郡那珂川町大字五ヶ山字池尻,1,POINT (130.42486422 33.43450856)
2293,南畑（再）,2454,那珂川,那珂川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,発電",63.5,220.4,185,6000,都道府県,1985,福岡県筑紫郡那珂川町大字五ヶ山字池尻,1,POINT (130.42486422 33.43450856)
2294,天神池,2456,那珂川,片縄川,アースダム,灌漑，特定(新規)灌漑用水,15,30,13,1,その他,-,福岡県筑紫郡那珂川町大字片縄,4,POINT (130.4186109235011 33.52076264037498)
2295,地別当共同池,2452,那珂川,梶原川,アースダム,灌漑，特定(新規)灌漑用水,18,100,20,35,その他,1940,福岡県筑紫郡那珂川町大字梶原,4,POINT (130.4388336697183 33.48895660480448)
2296,曲渕（元）,2458,室見川,八丁川,重力式コンクリートダム,上水道用水,37.3,-9999,-9999,1422,市区町村,1922,福岡県福岡市早良区大字曲渕,1,POINT (130.3077778 33.49777777999999)
2297,瑞梅寺,2460,瑞梅寺川,瑞梅寺川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",64,337.5,243,2420,都道府県,1977,福岡県糸島市瑞梅寺,1,POINT (130.2480842875149 33.50417317265897)
2298,雷山大溜池,2462,雷山川,雷山川,アースダム,灌漑，特定(新規)灌漑用水,25,230,296,1200,都道府県,1944,福岡県糸島市香力,1,POINT (130.2169850602785 33.52977177290971)
2299,不動池,2461,雷山川,長野川,アースダム,灌漑，特定(新規)灌漑用水,17,93,43,230,市区町村,1936,福岡県糸島市飯原,1,POINT (130.2176833841803 33.49787179741715)
2300,合所,2474,筑後川,筑後川,ロックフィルダム,"灌漑，特定(新規)灌漑用水,上水道用水",60.7,270,1318,7660,農林水産省（各地方農政局含む）,1990,福岡県うきは市浮羽町,1,POINT (130.8029127800001 33.31578899)
2301,寺内,2480,筑後川,佐田川,ロックフィルダム,"洪水調節，農地防災,不特定用水，河川維持用水,灌漑，特定(新規)灌漑用水,上水道用水",83,420,3000,18000,水資源機構（旧水資源開発公団）,1978,福岡県朝倉市荷原,1,POINT (130.72354509 33.42939894)
2302,江川,2486,筑後川,小石原川,重力式コンクリートダム,"灌漑，特定(新規)灌漑用水,上水道用水,工業用水道用水",79.2,297.9,261,25326,水資源機構（旧水資源開発公団）,1972,福岡県朝倉市江川字カウシキ,1,POINT (130.73391545 33.46009488000001)
2303,藤波,2472,筑後川,巨瀬川,ロックフィルダム,"洪水調節，農地防災,不特定用水，河川維持用水",52,295,1056,2950,都道府県,2009,福岡県うきは市浮羽町妹川,1,POINT (130.7897515353548 33.31649467507773)
2304,山神,2463,筑後川,山口川,重力式コンクリートダム・フィルダム複合ダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",59,307.5,198,2980,都道府県,1979,福岡県筑紫野市大字山口字薩摩屋敷,1,POINT (130.48610537 33.45433423)
2305,山口調整池,2487,筑後川,兎ヶ原川,ロックフィルダム,上水道用水,60,326,1060,4000,水資源機構（旧水資源開発公団）,1998,福岡県筑紫野市山口,4,POINT (130.5085190046513 33.46817875364457)
2306,本谷池,2473,筑後川,山家川,アースダム,灌漑，特定(新規)灌漑用水,20,100,34,9,市区町村,-,福岡県筑紫野市山家,4,POINT (130.56990013 33.48463211999999)
2307,湯の谷溜池,2465,筑後川,曽根田川,アースダム,灌漑，特定(新規)灌漑用水,16.3,160,84,230,市区町村,1942,福岡県朝倉郡筑前町曽根田,4,POINT (130.6231944 33.48805556)
2308,日向神,2503,矢部川,矢部川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,発電",79.5,146,235,27900,都道府県,1959,福岡県八女市黒木町大渕字松瀬向,1,POINT (130.7798798100001 33.17613029999998)
2309,松瀬,2504,矢部川,矢部川,重力式コンクリートダム,発電,25,70.5,14,506,都道府県,1963,福岡県八女市黒木町字小詰,2,POINT (130.76838757 33.17598382999999)
2310,狸穴溜池,2494,矢部川,剣持川,アースダム,灌漑，特定(新規)灌漑用水,17.6,43.2,10,5,市区町村,1933,福岡県八女市黒木町大渕,4,POINT (130.7082307270104 33.18422728189915)
2311,森樫溜池,2495,矢部川,剣持川,アースダム,灌漑，特定(新規)灌漑用水,15,50,14,16,市区町村,1919,福岡県八女市黒木町大渕,4,POINT (130.7085153987549 33.17882475448381)
2312,堂作溜池（下）,2499,矢部川,木屋川,アースダム,灌漑，特定(新規)灌漑用水,17.2,70,34,40,市区町村,1917,福岡県八女市黒木町木屋,4,POINT (130.68336707 33.18186978)
2313,善蔵溜池,2490,矢部川,木屋川,アースダム,灌漑，特定(新規)灌漑用水,19,90,55,249,市区町村,1927,福岡県八女市黒木町木屋,2,POINT (130.69678296808 33.19121472377159)
2314,スゲタ溜池,2492,矢部川,木屋川,アースダム,灌漑，特定(新規)灌漑用水,23,48.5,22,25,市区町村,1933,福岡県八女市黒木町木屋,4,POINT (130.6764038756535 33.18124551297094)
2315,堂作溜池（中）,2497,矢部川,木屋川,アースダム,灌漑，特定(新規)灌漑用水,18.6,95,24,55,市区町村,1899,福岡県八女市黒木町木屋,4,POINT (130.67719544 33.18641565)
2316,若山溜池,2489,矢部川,本分川,アースダム,灌漑，特定(新規)灌漑用水,27,80,44,167,市区町村,1760,福岡県八女市黒木町今,4,POINT (130.6606085792012 33.22496431595033)
2317,花宗溜池,2496,矢部川,本分川,アースダム,灌漑，特定(新規)灌漑用水,29.3,320.6,416,3289,都道府県,1952,福岡県八女市黒木町字本分,1,POINT (130.62736905 33.21732388)
2318,深田浦池,2491,矢部川,甲田川,アースダム,灌漑，特定(新規)灌漑用水,15,55,23,36,市区町村,1760,福岡県みやま市山川町甲田,4,POINT (130.52560537 33.12827466)
2319,佐野池,2488,矢部川,甲田川,アースダム,灌漑，特定(新規)灌漑用水,23.6,80,38,284,市区町村,1760,福岡県みやま市山川町甲田,4,POINT (130.53407241 33.12122296)
2320,蒲地山池,2493,矢部川,大根川,アースダム,灌漑，特定(新規)灌漑用水,20.6,220,150,563,市区町村,1717,福岡県みやま市山川町河原内,4,POINT (130.5308113892632 33.13914090865677)
2321,下九折谷池,2500,矢部川,大根川,アースダム,灌漑，特定(新規)灌漑用水,15,70,58,18,市区町村,-,福岡県みやま市山川町河原内,4,POINT (130.51363546 33.14169091)
2322,五ヶ山,2455,那珂川,那珂川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",102.5,556,935,40200,都道府県,2017,福岡県筑紫郡那珂川町大字五ヶ山,4,POINT (130.418794635405 33.41407556399103)
2323,金堀谷溜池,2502,矢部川,本分川,アースダム,灌漑，特定(新規)灌漑用水,15.9,38.4,15,14,市区町村,1939,福岡県八女市黒木町今,4,POINT (130.6651108813161 33.22027805417385)
2324,堤ノ脇池,2498,矢部川,大根川,アースダム,灌漑，特定(新規)灌漑用水,15,60,24,25,市区町村,-,福岡県みやま市山川町河原内,4,POINT (130.5283057420622 33.14303703455136)
2325,小石原川,2484,筑後川,小石原川,ロックフィルダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",139,553,8300,40000,水資源機構（旧水資源開発公団）,-,福岡県朝倉市大字江川地先,4,POINT (130.7704226941955 33.46755067518122)
2326,夜明,2470,筑後川,筑後川,重力式コンクリートダム,発電,15,223,29,4050,電力会社・電源開発株式会社,1954,"福岡県うきは市浮羽町三春,大分県日田市大字夜明",1,POINT (130.8452673283849 33.3385141188878)
2327,筑後大堰,2475,筑後川,筑後川,フローティングゲートダム（可動堰）,"洪水調節，農地防災,不特定用水，河川維持用水,灌漑，特定(新規)灌漑用水,上水道用水",6.4,501.6,-9999,5500,水資源機構（旧水資源開発公団）,1984,"福岡県久留米市安武町大字武島,佐賀県三養基郡みやき町江口",1,POINT (130.4776998909653 33.30420361393239)
2328,須恵,2441,多々良川,須恵川,アーチダム,上水道用水,21,144.5,9,120,市区町村,1964,福岡県糟屋郡宇美町大字宇美20-19,1,POINT (130.5510399118247 33.58859557039659)
2329,大井（元）,2435,釣川,大井川,アースダム,上水道用水,29,206,176,1058,市区町村,1969,福岡県宗像市大字大井,1,POINT (130.5199841436374 33.79880172593987)
2330,久原副,2447,多々良川,多々良川,アースダム,上水道用水,25,85,84,1600,市区町村,1970,福岡県糟屋郡久山町大字久原,2,POINT (130.5250490761902 33.64151474637657)
2331,平成大堰,2260,山国川,山国川,フローティングゲートダム（可動堰）,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",3.2,218,-9999,278,国土交通省（各地方整備局，北海道開発局含む）,1990,"福岡県築上郡上毛町垂水地先,大分県中津市大字高瀬地先",4,POINT (131.1723799467765 33.58363814347103)
2332,広川防災,2485,筑後川,広川,ロックフィルダム,"洪水調節，農地防災,灌漑，特定(新規)灌漑用水",30.4,132.1,194,990,都道府県,1972,福岡県八女郡広川町水原字梯,2,POINT (130.6167405422131 33.24201107775826)
2333,曲渕（再）,2459,室見川,八丁川,重力式コンクリートダム,上水道用水,45,160.6,82,2608,市区町村,1992,福岡県福岡市早良区大字曲渕,1,POINT (130.3077677271353 33.49777643553049)
2334,河内,2414,板櫃川,板櫃川,重力式コンクリートダム,工業用水道用水,43.1,189,68,7000,その他の企業,1927,福岡県北九州市八幡東区大字大蔵,1,POINT (130.810473239041 33.83813226492094)
2335,大小溜池,2501,矢部川,北大渕川,アースダム,灌漑，特定(新規)灌漑用水,15.1,60,24,27,市区町村,1912,福岡県八女市黒木町北大渕,5,POINT (130.7723549012627 33.18951544111557)
2336,河内防災,2483,筑後川,大木川,アースダム,"洪水調節，農地防災,灌漑，特定(新規)灌漑用水",35,153,274,1195,都道府県,1971,佐賀県鳥栖市河内町,2,POINT (130.4892529069913 33.40662579448414)
2337,城原川,2478,筑後川,城原川,重力式コンクリートダム,洪水調節，農地防災,100,500,-9999,15900,国土交通省（各地方整備局，北海道開発局含む）,-,佐賀県神埼市神埼町,2,POINT (130.32168637 33.38062671)
2338,神籠池,2466,筑後川,巨勢川,アースダム,灌漑，特定(新規)灌漑用水,16,100,92,317,都道府県,1948,佐賀県佐賀市久保泉町,2,POINT (130.3309186386583 33.3323822328037)
2339,古明神,2506,玉島川,玉島川,アースダム,灌漑，特定(新規)灌漑用水,15,65,-9999,10,その他,-,佐賀県唐津市七山樽門,4,POINT (130.10483488 33.44416641)
2340,柳の谷,2505,玉島川,横田川,アースダム,灌漑，特定(新規)灌漑用水,20,40,-9999,200,市区町村,-,佐賀県唐津市浜玉町東山田,5,POINT (130.05415735 33.41680773)
2341,狩立,2515,松浦川,狩立川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",28.4,177,41,1330,都道府県,2001,佐賀県武雄市山内町大字宮野字松の木原,1,POINT (129.9294484554157 33.18184991004711)
2342,日ノ峯,2510,松浦川,日ノ峯川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",28.4,112,22,460,都道府県,2001,佐賀県武雄市山内町宮野字日ノ峯,1,POINT (129.9273031973628 33.18306867688213)
2343,本部,2516,松浦川,川古川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",42.1,130,70,1140,都道府県,1988,佐賀県武雄市若木町大字本部,1,POINT (130.0094871 33.26672051)
2344,上堤,2511,松浦川,大野川,アースダム,灌漑，特定(新規)灌漑用水,15,30,-9999,7,市区町村,-,佐賀県武雄市山内町大野,4,POINT (129.9326056057265 33.21108076564263)
2345,肩山,2512,松浦川,井手口川,アースダム,灌漑，特定(新規)灌漑用水,22,104,-9999,79,その他,1946,佐賀県伊万里市大川町大字井手口,3,POINT (129.986 33.28777778)
2346,大溜,2513,松浦川,佐里川,アースダム,灌漑，特定(新規)灌漑用水,15,95,-9999,30,市区町村,-,佐賀県唐津市相知町大字佐里上,4,POINT (129.9871100500001 33.34915953999999)
2347,厳木,2521,松浦川,厳木川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,工業用水道用水,発電",117,390.4,1088,13600,国土交通省（各地方整備局，北海道開発局含む）,1986,佐賀県唐津市厳木町広瀬,1,POINT (130.1018903755344 33.32772265226193)
2348,厳木川調整池,2507,松浦川,厳木川,重力式コンクリートダム,発電,15.5,59.8,7,84,電力会社・電源開発株式会社,1930,佐賀県唐津市厳木町大字天川字下田,2,POINT (130.1144716643228 33.34894730085937)
2349,宮の浦,2519,松浦川,平山川,アースダム,灌漑，特定(新規)灌漑用水,20.7,54,-9999,32,市区町村,-,佐賀県唐津市相知町大字平山,4,POINT (130.0219295250379 33.33439626463064)
2350,伊岐佐,2520,松浦川,左伊岐佐川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",58.5,203,145,1940,都道府県,1979,佐賀県唐津市相知町大字伊岐佐,1,POINT (130.042664229225 33.36755670678323)
2351,新浦,2509,松浦川,和多田川,アースダム,灌漑，特定(新規)灌漑用水,15,46,-9999,13,市区町村,1870,佐賀県唐津市大字和多田,3,POINT (129.9726684579923 33.43227347842378)
2352,中小場溜池,2508,松浦川,半田川,アースダム,灌漑，特定(新規)灌漑用水,15,100,-9999,47,市区町村,1926,佐賀県唐津市大字宇木,4,POINT (130.01860323 33.40715986)
2353,平木場,2517,松浦川,町田川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",29.5,117,28,1080,都道府県,1983,佐賀県唐津市上神田,1,POINT (129.94549614 33.43200911)
2354,朝月溜池,2522,川原川,川原川,アースダム,灌漑，特定(新規)灌漑用水,16.1,100,73,252,その他,1929,佐賀県唐津市湊町,3,POINT (129.9462629183399 33.51554226335187)
2355,打上,2523,潟川,潟川,ロックフィルダム,灌漑，特定(新規)灌漑用水,36.1,181.8,289,1580,農林水産省（各地方農政局含む）,1992,佐賀県唐津市鎮西町大字打上,1,POINT (129.90221947 33.50730746)
2356,後川内,2524,有浦川,後川内川,ロックフィルダム,灌漑，特定(新規)灌漑用水,42.2,250,706,3754,農林水産省（各地方農政局含む）,1992,佐賀県唐津市大字後川内,1,POINT (129.9219217359342 33.44603474728674)
